,investment title,surrounding sentence,ontology attribute,similar pair,Sorensen
275,Bonds,what be high yield corporate bond investor bulletin interest rate risk msrb investor guide 2012 bond fund and income fund callable or redeemable bond Financial Industry Regulatory authority finra information on cusip number late payment of interest on bond Municipal security rulemaking board msrb msrb Electronic Municipal market access EMMA the Securities Industry and Financial Markets Association SIFMA,risk,interest rate risk,0.5
276,Bonds,what be high yield corporate bond investor bulletin interest rate risk msrb investor guide 2012 bond fund and income fund callable or redeemable bond Financial Industry Regulatory authority finra information on cusip number late payment of interest on bond Municipal security rulemaking board msrb msrb Electronic Municipal market access EMMA the Securities Industry and Financial Markets Association SIFMA,risk,rate risk msrb,0.5
277,Bonds,what be high yield corporate bond investor bulletin interest rate risk msrb investor guide 2012 bond fund and income fund callable or redeemable bond Financial Industry Regulatory authority finra information on cusip number late payment of interest on bond Municipal security rulemaking board msrb msrb Electronic Municipal market access EMMA the Securities Industry and Financial Markets Association SIFMA,risk,risk msrb investor,0.5
278,Variable Annuities,how variable annuity work key risk of you variable annuity contract the death benefit and other insurance feature variable annuity fee and expense exchange one variable annuity for another bonus credit for more information what be a variable annuity,risk,risk,1.0
279,Variable Annuities,how variable annuity work key risk of you variable annuity contract the death benefit and other insurance feature variable annuity fee and expense exchange one variable annuity for another bonus credit for more information what be a variable annuity,risk,key risk,0.6666666666666666
280,Variable Annuities,how variable annuity work key risk of you variable annuity contract the death benefit and other insurance feature variable annuity fee and expense exchange one variable annuity for another bonus credit for more information what be a variable annuity,risk,risk of,0.6666666666666666
281,Variable Annuities,how variable annuity work key risk of you variable annuity contract the death benefit and other insurance feature variable annuity fee and expense exchange one variable annuity for another bonus credit for more information what be a variable annuity,risk,work key risk,0.5
282,Variable Annuities,how variable annuity work key risk of you variable annuity contract the death benefit and other insurance feature variable annuity fee and expense exchange one variable annuity for another bonus credit for more information what be a variable annuity,risk,key risk of,0.5
283,Variable Annuities,how variable annuity work key risk of you variable annuity contract the death benefit and other insurance feature variable annuity fee and expense exchange one variable annuity for another bonus credit for more information what be a variable annuity,risk,risk of you,0.5
284,Variable Annuities,you may also transfer you money from one investment option to another within a variable annuity without pay federal tax at the time of the transfer,time,time,1.0
285,Variable Annuities,you may also transfer you money from one investment option to another within a variable annuity without pay federal tax at the time of the transfer,time,the time,0.6666666666666666
286,Variable Annuities,you may also transfer you money from one investment option to another within a variable annuity without pay federal tax at the time of the transfer,time,time of,0.6666666666666666
287,Variable Annuities,you may also transfer you money from one investment option to another within a variable annuity without pay federal tax at the time of the transfer,time,at the time,0.5
288,Variable Annuities,you may also transfer you money from one investment option to another within a variable annuity without pay federal tax at the time of the transfer,time,the time of,0.5
289,Variable Annuities,you may also transfer you money from one investment option to another within a variable annuity without pay federal tax at the time of the transfer,time,time of the,0.5
290,Variable Annuities,variable annuity involve investment risk just like mutual fund do,risk,risk,1.0
291,Variable Annuities,variable annuity involve investment risk just like mutual fund do,risk,investment risk,0.6666666666666666
292,Variable Annuities,variable annuity involve investment risk just like mutual fund do,risk,risk just,0.6666666666666666
293,Variable Annuities,variable annuity involve investment risk just like mutual fund do,risk,involve investment risk,0.5
294,Variable Annuities,variable annuity involve investment risk just like mutual fund do,risk,investment risk just,0.5
295,Variable Annuities,variable annuity involve investment risk just like mutual fund do,risk,risk just like,0.5
296,Variable Annuities,over the follow year the stock fund have a 10 % return and the bond fund have a 5 % return,expect return,return,0.6666666666666666
297,Variable Annuities,over the follow year the stock fund have a 10 % return and the bond fund have a 5 % return,expect return,return,0.6666666666666666
298,Variable Annuities,over the follow year the stock fund have a 10 % return and the bond fund have a 5 % return,expect return,% return,0.5
299,Variable Annuities,over the follow year the stock fund have a 10 % return and the bond fund have a 5 % return,expect return,return and,0.5
300,Variable Annuities,over the follow year the stock fund have a 10 % return and the bond fund have a 5 % return,expect return,% return,0.5
301,Variable Annuities,over the follow year the stock fund have a 10 % return and the bond fund have a 5 % return,factor affect return,return,0.5
302,Variable Annuities,over the follow year the stock fund have a 10 % return and the bond fund have a 5 % return,factor affect return,return,0.5
303,Variable Annuities,you should consider a variety of factor with respect to each fund option include the fund 's investment objective and policy management fee and expense that the fund charge the risk and volatility of the fund and whether the fund contribute to the diversification of you overall investment portfolio,factor affect return,factor,0.5
304,Variable Annuities,you should consider a variety of factor with respect to each fund option include the fund 's investment objective and policy management fee and expense that the fund charge the risk and volatility of the fund and whether the fund contribute to the diversification of you overall investment portfolio,risk,risk,1.0
305,Variable Annuities,you should consider a variety of factor with respect to each fund option include the fund 's investment objective and policy management fee and expense that the fund charge the risk and volatility of the fund and whether the fund contribute to the diversification of you overall investment portfolio,risk,the risk,0.6666666666666666
306,Variable Annuities,you should consider a variety of factor with respect to each fund option include the fund 's investment objective and policy management fee and expense that the fund charge the risk and volatility of the fund and whether the fund contribute to the diversification of you overall investment portfolio,risk,risk and,0.6666666666666666
307,Variable Annuities,you should consider a variety of factor with respect to each fund option include the fund 's investment objective and policy management fee and expense that the fund charge the risk and volatility of the fund and whether the fund contribute to the diversification of you overall investment portfolio,risk,charge the risk,0.5
308,Variable Annuities,you should consider a variety of factor with respect to each fund option include the fund 's investment objective and policy management fee and expense that the fund charge the risk and volatility of the fund and whether the fund contribute to the diversification of you overall investment portfolio,risk,the risk and,0.5
309,Variable Annuities,you should consider a variety of factor with respect to each fund option include the fund 's investment objective and policy management fee and expense that the fund charge the risk and volatility of the fund and whether the fund contribute to the diversification of you overall investment portfolio,risk,risk and volatility,0.5
310,Variable Annuities,you should consider a variety of factor with respect to each fund option include the fund 's investment objective and policy management fee and expense that the fund charge the risk and volatility of the fund and whether the fund contribute to the diversification of you overall investment portfolio,portfolio diversification,diversification,0.6666666666666666
311,Variable Annuities,you should consider a variety of factor with respect to each fund option include the fund 's investment objective and policy management fee and expense that the fund charge the risk and volatility of the fund and whether the fund contribute to the diversification of you overall investment portfolio,portfolio diversification,portfolio,0.6666666666666666
312,Variable Annuities,you should consider a variety of factor with respect to each fund option include the fund 's investment objective and policy management fee and expense that the fund charge the risk and volatility of the fund and whether the fund contribute to the diversification of you overall investment portfolio,portfolio diversification,the diversification,0.5
313,Variable Annuities,you should consider a variety of factor with respect to each fund option include the fund 's investment objective and policy management fee and expense that the fund charge the risk and volatility of the fund and whether the fund contribute to the diversification of you overall investment portfolio,portfolio diversification,diversification of,0.5
314,Variable Annuities,you should consider a variety of factor with respect to each fund option include the fund 's investment objective and policy management fee and expense that the fund charge the risk and volatility of the fund and whether the fund contribute to the diversification of you overall investment portfolio,portfolio diversification,investment portfolio,0.5
315,Variable Annuities,the amount of each periodic income payment will depend in part on the time period that you select for receive payment,time,time,1.0
316,Variable Annuities,the amount of each periodic income payment will depend in part on the time period that you select for receive payment,time,the time,0.6666666666666666
317,Variable Annuities,the amount of each periodic income payment will depend in part on the time period that you select for receive payment,time,time period,0.6666666666666666
318,Variable Annuities,the amount of each periodic income payment will depend in part on the time period that you select for receive payment,time,on the time,0.5
319,Variable Annuities,the amount of each periodic income payment will depend in part on the time period that you select for receive payment,time,the time period,0.5
320,Variable Annuities,the amount of each periodic income payment will depend in part on the time period that you select for receive payment,time,time period that,0.5
321,Variable Annuities,key risk of you variable annuity contract the death benefit and other optional insurance feature,risk,risk,1.0
322,Variable Annuities,key risk of you variable annuity contract the death benefit and other optional insurance feature,risk,key risk,0.6666666666666666
323,Variable Annuities,key risk of you variable annuity contract the death benefit and other optional insurance feature,risk,risk of,0.6666666666666666
324,Variable Annuities,key risk of you variable annuity contract the death benefit and other optional insurance feature,risk,key risk of,0.5
325,Variable Annuities,key risk of you variable annuity contract the death benefit and other optional insurance feature,risk,risk of you,0.5
326,Variable Annuities,in addition these optional feature be complex and may carry certain risk and limitation,risk,risk,1.0
327,Variable Annuities,in addition these optional feature be complex and may carry certain risk and limitation,risk,certain risk,0.6666666666666666
328,Variable Annuities,in addition these optional feature be complex and may carry certain risk and limitation,risk,risk and,0.6666666666666666
329,Variable Annuities,in addition these optional feature be complex and may carry certain risk and limitation,risk,carry certain risk,0.5
330,Variable Annuities,in addition these optional feature be complex and may carry certain risk and limitation,risk,certain risk and,0.5
331,Variable Annuities,in addition these optional feature be complex and may carry certain risk and limitation,risk,risk and limitation,0.5
332,Variable Annuities,this can limit the return on you investment,expect return,return,0.6666666666666666
333,Variable Annuities,this can limit the return on you investment,expect return,the return,0.5
334,Variable Annuities,this can limit the return on you investment,expect return,return on,0.5
335,Variable Annuities,this can limit the return on you investment,factor affect return,return,0.5
336,Variable Annuities,these fee and expense will reduce the value of you account and the return on you investment,expect return,return,0.6666666666666666
337,Variable Annuities,these fee and expense will reduce the value of you account and the return on you investment,expect return,the return,0.5
338,Variable Annuities,these fee and expense will reduce the value of you account and the return on you investment,expect return,return on,0.5
339,Variable Annuities,these fee and expense will reduce the value of you account and the return on you investment,factor affect return,return,0.5
340,Variable Annuities,consider how long you expect to own the variable annuity and you need to access fund when you think of any tradeoff between the length of the surrender charge period and the level of ongoing fee,expect return,expect,0.6666666666666666
341,Variable Annuities,consider how long you expect to own the variable annuity and you need to access fund when you think of any tradeoff between the length of the surrender charge period and the level of ongoing fee,expect return,you expect,0.5
342,Variable Annuities,consider how long you expect to own the variable annuity and you need to access fund when you think of any tradeoff between the length of the surrender charge period and the level of ongoing fee,expect return,expect to,0.5
343,Variable Annuities,while the feature may appear similar you should consider the fee insurance feature fee as well any new surrender charge period investment restriction and benefit and risk of the new variable annuity as compare to you current variable annuity,risk,risk,1.0
344,Variable Annuities,while the feature may appear similar you should consider the fee insurance feature fee as well any new surrender charge period investment restriction and benefit and risk of the new variable annuity as compare to you current variable annuity,risk,and risk,0.6666666666666666
345,Variable Annuities,while the feature may appear similar you should consider the fee insurance feature fee as well any new surrender charge period investment restriction and benefit and risk of the new variable annuity as compare to you current variable annuity,risk,risk of,0.6666666666666666
346,Variable Annuities,while the feature may appear similar you should consider the fee insurance feature fee as well any new surrender charge period investment restriction and benefit and risk of the new variable annuity as compare to you current variable annuity,risk,benefit and risk,0.5
347,Variable Annuities,while the feature may appear similar you should consider the fee insurance feature fee as well any new surrender charge period investment restriction and benefit and risk of the new variable annuity as compare to you current variable annuity,risk,and risk of,0.5
348,Variable Annuities,while the feature may appear similar you should consider the fee insurance feature fee as well any new surrender charge period investment restriction and benefit and risk of the new variable annuity as compare to you current variable annuity,risk,risk of the,0.5
349,Variable Annuities,this may depend on a variety of factor such as the amount of the bonus credit and the increase fee and expense how long you hold you annuity contract and the return on the underlying investment,expect return,return,0.6666666666666666
350,Variable Annuities,this may depend on a variety of factor such as the amount of the bonus credit and the increase fee and expense how long you hold you annuity contract and the return on the underlying investment,expect return,the return,0.5
351,Variable Annuities,this may depend on a variety of factor such as the amount of the bonus credit and the increase fee and expense how long you hold you annuity contract and the return on the underlying investment,expect return,return on,0.5
352,Variable Annuities,this may depend on a variety of factor such as the amount of the bonus credit and the increase fee and expense how long you hold you annuity contract and the return on the underlying investment,factor affect return,factor,0.5
353,Variable Annuities,this may depend on a variety of factor such as the amount of the bonus credit and the increase fee and expense how long you hold you annuity contract and the return on the underlying investment,factor affect return,return,0.5
354,Variable Annuities,let us assume that both annuity have a annual rate of return prior to expense of 10 %,expect return,return,0.6666666666666666
355,Variable Annuities,let us assume that both annuity have a annual rate of return prior to expense of 10 %,expect return,of return,0.5
356,Variable Annuities,let us assume that both annuity have a annual rate of return prior to expense of 10 %,expect return,return prior,0.5
357,Variable Annuities,let us assume that both annuity have a annual rate of return prior to expense of 10 %,factor affect return,return,0.5
358,Variable Annuities,Mutual fund and etf a Guide for investor Investor Bulletin performance Claims update Investor bulletin how fee and expense affect you investment portfolio investor bulletin how to check out you Financial professional other resource that may be helpful FINRA FINRA be a independent self regulatory organization charge with regulate the security industry include seller of variable annuity,factor affect return,affect,0.5
359,Variable Annuities,Mutual fund and etf a Guide for investor Investor Bulletin performance Claims update Investor bulletin how fee and expense affect you investment portfolio investor bulletin how to check out you Financial professional other resource that may be helpful FINRA FINRA be a independent self regulatory organization charge with regulate the security industry include seller of variable annuity,regulatory environment,regulatory,0.6666666666666666
360,Variable Annuities,Mutual fund and etf a Guide for investor Investor Bulletin performance Claims update Investor bulletin how fee and expense affect you investment portfolio investor bulletin how to check out you Financial professional other resource that may be helpful FINRA FINRA be a independent self regulatory organization charge with regulate the security industry include seller of variable annuity,regulatory environment,self regulatory,0.5
361,Variable Annuities,Mutual fund and etf a Guide for investor Investor Bulletin performance Claims update Investor bulletin how fee and expense affect you investment portfolio investor bulletin how to check out you Financial professional other resource that may be helpful FINRA FINRA be a independent self regulatory organization charge with regulate the security industry include seller of variable annuity,regulatory environment,regulatory organization,0.5
362,Variable Annuities,Mutual fund and etf a Guide for investor Investor Bulletin performance Claims update Investor bulletin how fee and expense affect you investment portfolio investor bulletin how to check out you Financial professional other resource that may be helpful FINRA FINRA be a independent self regulatory organization charge with regulate the security industry include seller of variable annuity,portfolio diversification,portfolio,0.6666666666666666
363,Variable Annuities,Mutual fund and etf a Guide for investor Investor Bulletin performance Claims update Investor bulletin how fee and expense affect you investment portfolio investor bulletin how to check out you Financial professional other resource that may be helpful FINRA FINRA be a independent self regulatory organization charge with regulate the security industry include seller of variable annuity,portfolio diversification,investment portfolio,0.5
364,Variable Annuities,Mutual fund and etf a Guide for investor Investor Bulletin performance Claims update Investor bulletin how fee and expense affect you investment portfolio investor bulletin how to check out you Financial professional other resource that may be helpful FINRA FINRA be a independent self regulatory organization charge with regulate the security industry include seller of variable annuity,portfolio diversification,portfolio investor,0.5
365,Annuities,similarly you payout may come either as one lump sum payment or as a series of payment over time,time,time,1.0
366,Annuities,similarly you payout may come either as one lump sum payment or as a series of payment over time,time,over time,0.6666666666666666
367,Annuities,similarly you payout may come either as one lump sum payment or as a series of payment over time,time,payment over time,0.5
368,Annuities,what be the benefit and risk of variable annuity,risk,risk,1.0
369,Annuities,what be the benefit and risk of variable annuity,risk,and risk,0.6666666666666666
370,Annuities,what be the benefit and risk of variable annuity,risk,risk of,0.6666666666666666
371,Annuities,what be the benefit and risk of variable annuity,risk,benefit and risk,0.5
372,Annuities,what be the benefit and risk of variable annuity,risk,and risk of,0.5
373,Annuities,what be the benefit and risk of variable annuity,risk,risk of variable,0.5
374,Annuities,annuity provide three thing periodic payment for a specific amount of time,time,time,1.0
375,Annuities,annuity provide three thing periodic payment for a specific amount of time,time,of time,0.6666666666666666
376,Annuities,annuity provide three thing periodic payment for a specific amount of time,time,amount of time,0.5
377,Annuities,please check with you state insurance commission about the risk and benefit of fix annuity and to confirm that you insurance broker be register to sell insurance in you state,risk,risk,1.0
378,Annuities,please check with you state insurance commission about the risk and benefit of fix annuity and to confirm that you insurance broker be register to sell insurance in you state,risk,the risk,0.6666666666666666
379,Annuities,please check with you state insurance commission about the risk and benefit of fix annuity and to confirm that you insurance broker be register to sell insurance in you state,risk,risk and,0.6666666666666666
380,Annuities,please check with you state insurance commission about the risk and benefit of fix annuity and to confirm that you insurance broker be register to sell insurance in you state,risk,about the risk,0.5
381,Annuities,please check with you state insurance commission about the risk and benefit of fix annuity and to confirm that you insurance broker be register to sell insurance in you state,risk,the risk and,0.5
382,Annuities,please check with you state insurance commission about the risk and benefit of fix annuity and to confirm that you insurance broker be register to sell insurance in you state,risk,risk and benefit,0.5
383,Annuities,you payout will vary depend on how much you put in the rate of return on you investment and expense,expect return,return,0.6666666666666666
384,Annuities,you payout will vary depend on how much you put in the rate of return on you investment and expense,expect return,of return,0.5
385,Annuities,you payout will vary depend on how much you put in the rate of return on you investment and expense,expect return,return on,0.5
386,Annuities,you payout will vary depend on how much you put in the rate of return on you investment and expense,factor affect return,return,0.5
387,Annuities,the insurance company credit you with a return that be base on a stock market index such as the Standard &amp poor 's 500 index,expect return,return,0.6666666666666666
388,Annuities,the insurance company credit you with a return that be base on a stock market index such as the Standard &amp poor 's 500 index,expect return,a return,0.5
389,Annuities,the insurance company credit you with a return that be base on a stock market index such as the Standard &amp poor 's 500 index,expect return,return that,0.5
390,Annuities,the insurance company credit you with a return that be base on a stock market index such as the Standard &amp poor 's 500 index,factor affect return,return,0.5
391,Annuities,what be the benefit and risk of variable annuity,risk,risk,1.0
392,Annuities,what be the benefit and risk of variable annuity,risk,and risk,0.6666666666666666
393,Annuities,what be the benefit and risk of variable annuity,risk,risk of,0.6666666666666666
394,Annuities,what be the benefit and risk of variable annuity,risk,benefit and risk,0.5
395,Annuities,what be the benefit and risk of variable annuity,risk,and risk of,0.5
396,Annuities,what be the benefit and risk of variable annuity,risk,risk of variable,0.5
397,Annuities,all investment carry a level of risk,risk,risk,1.0
398,Annuities,all investment carry a level of risk,risk,of risk,0.6666666666666666
399,Annuities,all investment carry a level of risk,risk,level of risk,0.5
400,Annuities,variable annuity also involve investment risk just as mutual fund do,risk,risk,1.0
401,Annuities,variable annuity also involve investment risk just as mutual fund do,risk,investment risk,0.6666666666666666
402,Annuities,variable annuity also involve investment risk just as mutual fund do,risk,risk just,0.6666666666666666
403,Annuities,variable annuity also involve investment risk just as mutual fund do,risk,involve investment risk,0.5
404,Annuities,variable annuity also involve investment risk just as mutual fund do,risk,investment risk just,0.5
405,Annuities,variable annuity also involve investment risk just as mutual fund do,risk,risk just as,0.5
406,Annuities,surrender charge will reduce the value of and the return on you investment,expect return,return,0.6666666666666666
407,Annuities,surrender charge will reduce the value of and the return on you investment,expect return,the return,0.5
408,Annuities,surrender charge will reduce the value of and the return on you investment,expect return,return on,0.5
409,Annuities,surrender charge will reduce the value of and the return on you investment,factor affect return,return,0.5
410,Annuities,besides surrender charge there be a number of other charge include mortality and expense risk charge,risk,risk,1.0
411,Annuities,besides surrender charge there be a number of other charge include mortality and expense risk charge,risk,expense risk,0.6666666666666666
412,Annuities,besides surrender charge there be a number of other charge include mortality and expense risk charge,risk,risk charge,0.6666666666666666
413,Annuities,besides surrender charge there be a number of other charge include mortality and expense risk charge,risk,and expense risk,0.5
414,Annuities,besides surrender charge there be a number of other charge include mortality and expense risk charge,risk,expense risk charge,0.5
415,Annuities,this charge pay the issuer for the insurance risk it assume under the annuity contract,risk,risk,1.0
416,Annuities,this charge pay the issuer for the insurance risk it assume under the annuity contract,risk,insurance risk,0.6666666666666666
417,Annuities,this charge pay the issuer for the insurance risk it assume under the annuity contract,risk,risk it,0.6666666666666666
418,Annuities,this charge pay the issuer for the insurance risk it assume under the annuity contract,risk,the insurance risk,0.5
419,Annuities,this charge pay the issuer for the insurance risk it assume under the annuity contract,risk,insurance risk it,0.5
420,Annuities,this charge pay the issuer for the insurance risk it assume under the annuity contract,risk,risk it assume,0.5
421,Variable Life Insurance,variable life insurance involve investment risk just like mutual fund do,risk,risk,1.0
422,Variable Life Insurance,variable life insurance involve investment risk just like mutual fund do,risk,investment risk,0.6666666666666666
423,Variable Life Insurance,variable life insurance involve investment risk just like mutual fund do,risk,risk just,0.6666666666666666
424,Variable Life Insurance,variable life insurance involve investment risk just like mutual fund do,risk,involve investment risk,0.5
425,Variable Life Insurance,variable life insurance involve investment risk just like mutual fund do,risk,investment risk just,0.5
426,Variable Life Insurance,variable life insurance involve investment risk just like mutual fund do,risk,risk just like,0.5
427,Variable Life Insurance,the value of you investment and any return will depend in part on the performance of the investment option you choose,expect return,return,0.6666666666666666
428,Variable Life Insurance,the value of you investment and any return will depend in part on the performance of the investment option you choose,expect return,any return,0.5
429,Variable Life Insurance,the value of you investment and any return will depend in part on the performance of the investment option you choose,expect return,return will,0.5
430,Variable Life Insurance,the value of you investment and any return will depend in part on the performance of the investment option you choose,factor affect return,return,0.5
431,Variable Life Insurance,in addition the fee associate with certain policy may increase over time,time,time,1.0
432,Variable Life Insurance,in addition the fee associate with certain policy may increase over time,time,over time,0.6666666666666666
433,Variable Life Insurance,in addition the fee associate with certain policy may increase over time,time,increase over time,0.5
434,Variable Life Insurance,variable life insurance be a form of life insurance,form financing,form,0.6666666666666666
435,Variable Life Insurance,variable life insurance be a form of life insurance,form financing,a form,0.5
436,Variable Life Insurance,variable life insurance be a form of life insurance,form financing,form of,0.5
437,Variable Life Insurance,over the follow year the stock fund have a 10 % return and the bond fund have a 5 % return,expect return,return,0.6666666666666666
438,Variable Life Insurance,over the follow year the stock fund have a 10 % return and the bond fund have a 5 % return,expect return,return,0.6666666666666666
439,Variable Life Insurance,over the follow year the stock fund have a 10 % return and the bond fund have a 5 % return,expect return,% return,0.5
440,Variable Life Insurance,over the follow year the stock fund have a 10 % return and the bond fund have a 5 % return,expect return,return and,0.5
441,Variable Life Insurance,over the follow year the stock fund have a 10 % return and the bond fund have a 5 % return,expect return,% return,0.5
442,Variable Life Insurance,over the follow year the stock fund have a 10 % return and the bond fund have a 5 % return,factor affect return,return,0.5
443,Variable Life Insurance,over the follow year the stock fund have a 10 % return and the bond fund have a 5 % return,factor affect return,return,0.5
444,Variable Life Insurance,this be because you net amount of risk determine some policy fee and expense,risk,risk,1.0
445,Variable Life Insurance,this be because you net amount of risk determine some policy fee and expense,risk,of risk,0.6666666666666666
446,Variable Life Insurance,this be because you net amount of risk determine some policy fee and expense,risk,risk determine,0.6666666666666666
447,Variable Life Insurance,this be because you net amount of risk determine some policy fee and expense,risk,amount of risk,0.5
448,Variable Life Insurance,this be because you net amount of risk determine some policy fee and expense,risk,of risk determine,0.5
449,Variable Life Insurance,this be because you net amount of risk determine some policy fee and expense,risk,risk determine some,0.5
450,Variable Life Insurance,you net amount of risk be the difference between you policy 's face amount and you policy 's cash value so it go down if there be more money in you account,risk,risk,1.0
451,Variable Life Insurance,you net amount of risk be the difference between you policy 's face amount and you policy 's cash value so it go down if there be more money in you account,risk,of risk,0.6666666666666666
452,Variable Life Insurance,you net amount of risk be the difference between you policy 's face amount and you policy 's cash value so it go down if there be more money in you account,risk,risk be,0.6666666666666666
453,Variable Life Insurance,you net amount of risk be the difference between you policy 's face amount and you policy 's cash value so it go down if there be more money in you account,risk,amount of risk,0.5
454,Variable Life Insurance,you net amount of risk be the difference between you policy 's face amount and you policy 's cash value so it go down if there be more money in you account,risk,of risk be,0.5
455,Variable Life Insurance,you net amount of risk be the difference between you policy 's face amount and you policy 's cash value so it go down if there be more money in you account,risk,risk be the,0.5
456,Variable Life Insurance,key risk of you variable life insurance policy,risk,risk,1.0
457,Variable Life Insurance,key risk of you variable life insurance policy,risk,key risk,0.6666666666666666
458,Variable Life Insurance,key risk of you variable life insurance policy,risk,risk of,0.6666666666666666
459,Variable Life Insurance,key risk of you variable life insurance policy,risk,key risk of,0.5
460,Variable Life Insurance,key risk of you variable life insurance policy,risk,risk of you,0.5
461,Variable Life Insurance,positive investment performance and pay additional premium can reduce the risk of lapse,risk,risk,1.0
462,Variable Life Insurance,positive investment performance and pay additional premium can reduce the risk of lapse,risk,the risk,0.6666666666666666
463,Variable Life Insurance,positive investment performance and pay additional premium can reduce the risk of lapse,risk,risk of,0.6666666666666666
464,Variable Life Insurance,positive investment performance and pay additional premium can reduce the risk of lapse,risk,reduce the risk,0.5
465,Variable Life Insurance,positive investment performance and pay additional premium can reduce the risk of lapse,risk,the risk of,0.5
466,Variable Life Insurance,positive investment performance and pay additional premium can reduce the risk of lapse,risk,risk of lapse,0.5
467,Variable Life Insurance,risk of loss,risk,risk,1.0
468,Variable Life Insurance,risk of loss,risk,risk of,0.6666666666666666
469,Variable Life Insurance,risk of loss,risk,risk of loss,0.5
470,Variable Life Insurance,risk associate with investment option,risk,risk,1.0
471,Variable Life Insurance,risk associate with investment option,risk,risk associate,0.6666666666666666
472,Variable Life Insurance,risk associate with investment option,risk,risk associate with,0.5
473,Variable Life Insurance,the value of you investment and any return will depend on the performance of the investment option you choose,expect return,return,0.6666666666666666
474,Variable Life Insurance,the value of you investment and any return will depend on the performance of the investment option you choose,expect return,any return,0.5
475,Variable Life Insurance,the value of you investment and any return will depend on the performance of the investment option you choose,expect return,return will,0.5
476,Variable Life Insurance,the value of you investment and any return will depend on the performance of the investment option you choose,factor affect return,return,0.5
477,Variable Life Insurance,each underlying fund may have its own unique risk,risk,risk,1.0
478,Variable Life Insurance,each underlying fund may have its own unique risk,risk,unique risk,0.6666666666666666
479,Variable Life Insurance,each underlying fund may have its own unique risk,risk,own unique risk,0.5
480,Variable Life Insurance,you should consider a variety of factor with respect to each fund option include the fund 's investment objective and policy management fee and other expense that the fund charge the risk and volatility of the fund and whether the fund contribute to the diversification of you overall investment portfolio,factor affect return,factor,0.5
481,Variable Life Insurance,you should consider a variety of factor with respect to each fund option include the fund 's investment objective and policy management fee and other expense that the fund charge the risk and volatility of the fund and whether the fund contribute to the diversification of you overall investment portfolio,risk,risk,1.0
482,Variable Life Insurance,you should consider a variety of factor with respect to each fund option include the fund 's investment objective and policy management fee and other expense that the fund charge the risk and volatility of the fund and whether the fund contribute to the diversification of you overall investment portfolio,risk,the risk,0.6666666666666666
483,Variable Life Insurance,you should consider a variety of factor with respect to each fund option include the fund 's investment objective and policy management fee and other expense that the fund charge the risk and volatility of the fund and whether the fund contribute to the diversification of you overall investment portfolio,risk,risk and,0.6666666666666666
484,Variable Life Insurance,you should consider a variety of factor with respect to each fund option include the fund 's investment objective and policy management fee and other expense that the fund charge the risk and volatility of the fund and whether the fund contribute to the diversification of you overall investment portfolio,risk,charge the risk,0.5
485,Variable Life Insurance,you should consider a variety of factor with respect to each fund option include the fund 's investment objective and policy management fee and other expense that the fund charge the risk and volatility of the fund and whether the fund contribute to the diversification of you overall investment portfolio,risk,the risk and,0.5
486,Variable Life Insurance,you should consider a variety of factor with respect to each fund option include the fund 's investment objective and policy management fee and other expense that the fund charge the risk and volatility of the fund and whether the fund contribute to the diversification of you overall investment portfolio,risk,risk and volatility,0.5
487,Variable Life Insurance,you should consider a variety of factor with respect to each fund option include the fund 's investment objective and policy management fee and other expense that the fund charge the risk and volatility of the fund and whether the fund contribute to the diversification of you overall investment portfolio,portfolio diversification,diversification,0.6666666666666666
488,Variable Life Insurance,you should consider a variety of factor with respect to each fund option include the fund 's investment objective and policy management fee and other expense that the fund charge the risk and volatility of the fund and whether the fund contribute to the diversification of you overall investment portfolio,portfolio diversification,portfolio,0.6666666666666666
489,Variable Life Insurance,you should consider a variety of factor with respect to each fund option include the fund 's investment objective and policy management fee and other expense that the fund charge the risk and volatility of the fund and whether the fund contribute to the diversification of you overall investment portfolio,portfolio diversification,the diversification,0.5
490,Variable Life Insurance,you should consider a variety of factor with respect to each fund option include the fund 's investment objective and policy management fee and other expense that the fund charge the risk and volatility of the fund and whether the fund contribute to the diversification of you overall investment portfolio,portfolio diversification,diversification of,0.5
491,Variable Life Insurance,you should consider a variety of factor with respect to each fund option include the fund 's investment objective and policy management fee and other expense that the fund charge the risk and volatility of the fund and whether the fund contribute to the diversification of you overall investment portfolio,portfolio diversification,investment portfolio,0.5
492,Variable Life Insurance,insurance company risk,risk,risk,1.0
493,Variable Life Insurance,insurance company risk,risk,company risk,0.6666666666666666
494,Variable Life Insurance,insurance company risk,risk,insurance company risk,0.5
495,Variable Life Insurance,in addition these optional feature be complex and may carry certain risk and limitation,risk,risk,1.0
496,Variable Life Insurance,in addition these optional feature be complex and may carry certain risk and limitation,risk,certain risk,0.6666666666666666
497,Variable Life Insurance,in addition these optional feature be complex and may carry certain risk and limitation,risk,risk and,0.6666666666666666
498,Variable Life Insurance,in addition these optional feature be complex and may carry certain risk and limitation,risk,carry certain risk,0.5
499,Variable Life Insurance,in addition these optional feature be complex and may carry certain risk and limitation,risk,certain risk and,0.5
500,Variable Life Insurance,in addition these optional feature be complex and may carry certain risk and limitation,risk,risk and limitation,0.5
501,Variable Life Insurance,mortality and expense M&amp e risk fee,risk,risk,1.0
502,Variable Life Insurance,mortality and expense M&amp e risk fee,risk,e risk,0.6666666666666666
503,Variable Life Insurance,mortality and expense M&amp e risk fee,risk,risk fee,0.6666666666666666
